program,sequence_id,pass_sequence,execution_time,binary_size,feature_total_instructions,feature_total_basic_blocks,feature_total_lines,feature_num_functions,feature_num_declarations,feature_total_function_calls,feature_num_br,feature_num_conditional_br,feature_num_unconditional_br,feature_num_switch,feature_num_select,feature_num_icmp,feature_num_fcmp,feature_num_ret,feature_num_phi,feature_num_load,feature_num_store,feature_num_alloca,feature_num_getelementptr,feature_num_ptrtoint,feature_num_inttoptr,feature_num_memcpy,feature_num_memset,feature_num_memmove,feature_num_add,feature_num_sub,feature_num_mul,feature_num_div,feature_num_rem,feature_num_fadd,feature_num_fsub,feature_num_fmul,feature_num_fdiv,feature_num_and,feature_num_or,feature_num_xor,feature_num_shl,feature_num_shr,feature_estimated_loops,feature_num_back_edges,feature_num_direct_calls,feature_num_indirect_calls,feature_num_tail_calls,feature_uses_i1,feature_uses_i8,feature_uses_i32,feature_uses_i64,feature_uses_float,feature_uses_double,feature_uses_ptr,feature_uses_array,feature_uses_vector,feature_cyclomatic_complexity,feature_avg_block_size,feature_memory_intensity,feature_branch_intensity,feature_arithmetic_intensity,feature_call_intensity,feature_phi_ratio,feature_load_store_ratio,machine_m,machine_a,machine_f,machine_d,machine_c,machine_lui-addi-fusion,machine_zba,machine_auipc-addi-fusion,machine_zcmp,machine_zbs,machine_zbb,machine_ld-add-fusion,machine_zbc,machine_zcb,machine_relocation-model,machine_O,machine_relax,machine_code-model,machine_conditional-cmv-fusion,machine_no-optimized-zero-stride-load,machine_fast-unaligned-access,machine_zcmt,machine_v
120_karatsuba_multiply,4,jump-threading licm break-crit-edges sccp loop-unroll memcpyopt jump-threading,0.035590687999501824,560624,474,91,935,6,2,19,91,31,60,0,0,31,0,6,6,190,97,56,98,0,0,0,0,0,35,7,6,3,4,0,0,0,1,0,0,0,0,0,6,122,19,0,0,35,2,517,138,0,6,0,29,0,12,5.208791208791209,0.6054852320675106,0.19198312236286919,0.10759493670886076,0.04008438818565401,0.06593406593406594,1.958762886597938,True,True,True,True,True,True,,,,,False,True,,True,pic,,True,small,,,,False,
120_karatsuba_multiply,5,function-attrs memcpyopt loop-simplify tailcallelim,0.03504374200019811,560600,474,91,935,6,2,19,91,31,60,0,0,31,0,6,6,190,97,56,98,0,0,0,0,0,35,7,6,3,4,0,0,0,1,0,0,0,0,0,6,122,19,0,0,35,2,517,138,0,6,0,29,0,12,5.208791208791209,0.6054852320675106,0.19198312236286919,0.10759493670886076,0.04008438818565401,0.06593406593406594,1.958762886597938,True,True,True,True,True,True,,False,False,,,False,,,,,,,,,,,
118_reservoir_sampling,1,ipsccp annotation-remarks loop-unroll indvars function-attrs loop-unroll-and-jam,0.6916148390009766,556408,110,24,275,3,4,10,24,7,17,0,0,7,0,3,1,47,30,20,6,0,0,0,0,0,9,1,1,0,1,0,0,0,2,0,0,0,0,0,1,31,10,0,0,8,2,119,35,0,9,0,2,0,6,4.583333333333333,0.7,0.21818181818181817,0.1,0.09090909090909091,0.041666666666666664,1.5666666666666667,True,True,True,True,True,,,,,,,,True,False,,,,,,,,False,
118_reservoir_sampling,4,strip-dead-prototypes simplifycfg lower-matrix-intrinsics argpromotion consthoist argpromotion lower-expect gvn loop-unroll-and-jam,0.7205702749997727,556408,110,24,275,3,4,10,24,7,17,0,0,7,0,3,1,47,30,20,6,0,0,0,0,0,9,1,1,0,1,0,0,0,2,0,0,0,0,0,1,31,10,0,0,8,2,119,35,0,9,0,2,0,6,4.583333333333333,0.7,0.21818181818181817,0.1,0.09090909090909091,0.041666666666666664,1.5666666666666667,True,True,True,True,True,False,True,True,,False,,,,,,,,,,False,,,
118_reservoir_sampling,7,globalopt globaldce partial-inliner annotation-remarks loop-deletion gvn dse strip-dead-prototypes lower-matrix-intrinsics reassociate early-cse loop-vectorize,0.7187936320005974,556400,110,24,275,3,4,10,24,7,17,0,0,7,0,3,1,47,30,20,6,0,0,0,0,0,9,1,1,0,1,0,0,0,2,0,0,0,0,0,1,31,10,0,0,8,2,119,35,0,9,0,2,0,6,4.583333333333333,0.7,0.21818181818181817,0.1,0.09090909090909091,0.041666666666666664,1.5666666666666667,True,True,True,True,True,,,,False,,,,False,,,3,False,,,,False,,
122_edit_distance_dp,1,always-inline instcombine inline annotation-remarks sccp jump-threading jump-threading loop-unroll jump-threading,0.3354656210012763,556632,261,39,507,4,5,18,39,11,28,0,0,11,0,4,0,112,51,32,24,0,0,0,0,0,17,11,5,0,3,0,0,0,2,0,0,0,0,0,0,50,18,0,0,11,13,247,80,0,9,0,2,0,8,6.6923076923076925,0.6245210727969349,0.14942528735632185,0.12643678160919541,0.06896551724137931,0.0,2.196078431372549,True,True,True,True,True,,False,,False,True,,,False,True,pic,,,,,,False,,True
122_edit_distance_dp,2,function-attrs loop-deletion early-cse loop-deletion lower-constant-intrinsics consthoist instsimplify dse simplifycfg lower-constant-intrinsics licm loop-simplify memcpyopt lowerswitch argpromotion,0.31930702500176267,556424,261,39,507,4,5,18,39,11,28,0,0,11,0,4,0,112,51,32,24,0,0,0,0,0,17,11,5,0,3,0,0,0,2,0,0,0,0,0,0,50,18,0,0,11,13,247,80,0,9,0,2,0,8,6.6923076923076925,0.6245210727969349,0.14942528735632185,0.12643678160919541,0.06896551724137931,0.0,2.196078431372549,True,True,True,True,True,,False,,False,,,,,,,,,,,,,False,
123_convex_hull_graham,6,ipsccp mem2reg always-inline ipsccp partial-inliner elim-avail-extern loop-vectorize strip-dead-prototypes instcombine loop-unroll-and-jam mem2reg lower-matrix-intrinsics consthoist,0.5075851420006074,556560,329,35,591,6,7,28,35,12,23,0,2,7,7,6,1,132,56,37,74,0,0,10,0,0,10,4,2,0,0,0,6,4,4,2,0,0,0,0,1,47,28,0,0,27,2,260,87,0,199,0,2,0,12,9.4,0.5714285714285714,0.10638297872340426,0.0486322188449848,0.0851063829787234,0.02857142857142857,2.357142857142857,True,True,True,True,True,True,True,,False,,False,,,,,,True,,,,False,,False
121_median_of_medians,4,correlated-propagation gvn loop-rotate mem2reg loop-unroll memcpyopt lowerswitch instcombine,0.5683357390007586,556536,319,50,626,7,4,21,50,16,34,0,0,16,0,7,2,154,66,44,24,0,0,0,0,0,24,10,1,4,1,0,0,0,1,0,0,0,0,0,2,66,21,0,0,17,2,359,72,0,6,0,2,0,14,6.38,0.6896551724137931,0.15673981191222572,0.12225705329153605,0.06583072100313479,0.04,2.3333333333333335,True,True,True,True,True,False,,,False,False,False,,,False,,,,medium,True,,,,
121_median_of_medians,6,globaldce correlated-propagation partial-inliner correlated-propagation ipsccp tailcallelim annotation-remarks,0.551786087000437,556552,319,50,626,7,4,21,50,16,34,0,0,16,0,7,2,154,66,44,24,0,0,0,0,0,24,10,1,4,1,0,0,0,1,0,0,0,0,0,2,66,21,0,0,17,2,359,72,0,6,0,2,0,14,6.38,0.6896551724137931,0.15673981191222572,0.12225705329153605,0.06583072100313479,0.04,2.3333333333333335,True,True,True,True,True,,False,,,,,,,True,,,,,,True,True,,
121_median_of_medians,7,partial-inliner dce break-crit-edges slp-vectorizer lowerswitch sroa,0.5513196529991546,556536,319,50,626,7,4,21,50,16,34,0,0,16,0,7,2,154,66,44,24,0,0,0,0,0,24,10,1,4,1,0,0,0,1,0,0,0,0,0,2,66,21,0,0,17,2,359,72,0,6,0,2,0,14,6.38,0.6896551724137931,0.15673981191222572,0.12225705329153605,0.06583072100313479,0.04,2.3333333333333335,True,True,True,True,True,,,,False,,,,False,,static,,,,True,,,,
125_treap,3,function-attrs lower-constant-intrinsics mergereturn loop-reduce break-crit-edges jump-threading lower-matrix-intrinsics simplifycfg inline,0.02891746600107581,556648,304,63,659,10,4,35,63,23,40,0,0,23,0,10,1,152,65,32,52,0,0,0,0,0,6,1,1,0,3,0,0,0,1,1,0,0,0,1,1,86,35,0,0,23,2,259,14,0,6,0,2,0,20,4.825396825396825,0.7138157894736842,0.20723684210526316,0.02631578947368421,0.11513157894736842,0.015873015873015872,2.3384615384615386,True,True,True,True,True,,False,,,True,False,,False,,static,,True,,False,,,,
125_treap,4,tailcallelim loop-unroll-and-jam tailcallelim instcombine instcombine loop-rotate instsimplify loop-rotate slp-vectorizer jump-threading,0.028140402000644826,556632,304,63,659,10,4,35,63,23,40,0,0,23,0,10,1,152,65,32,52,0,0,0,0,0,6,1,1,0,3,0,0,0,1,1,0,0,0,1,1,86,35,0,0,23,2,259,14,0,6,0,2,0,20,4.825396825396825,0.7138157894736842,0.20723684210526316,0.02631578947368421,0.11513157894736842,0.015873015873015872,2.3384615384615386,True,True,True,True,True,,,,False,,,False,,,static,,,,,,,,
126_two_sat,6,elim-avail-extern consthoist loop-rotate licm deadargelim licm,0.29842816999916977,560608,434,47,779,8,6,35,47,15,32,0,0,15,0,8,0,202,87,54,62,0,0,0,2,0,23,3,16,0,4,0,0,0,1,0,0,0,0,0,0,62,35,0,0,17,4,444,99,0,6,0,2,0,16,9.23404255319149,0.6658986175115207,0.10829493087557604,0.0967741935483871,0.08064516129032258,0.0,2.32183908045977,True,True,True,True,True,,,False,,,,,,,,,,,False,,False,,
11_rod_cutting,1,loop-vectorize mem2reg lower-matrix-intrinsics loop-simplify,1.1053077979995578,561472,96,15,234,3,7,11,15,4,11,0,0,4,0,3,1,41,23,17,5,0,0,0,0,0,6,3,1,0,1,0,0,0,1,0,0,0,0,0,1,19,11,0,0,4,1,119,31,0,6,0,1,0,6,6.4,0.6666666666666666,0.15625,0.10416666666666667,0.11458333333333333,0.06666666666666667,1.7826086956521738,True,True,True,True,True,,,,,,,,,,static,0,,,,,,,False
11_rod_cutting,3,ipsccp instcombine loop-deletion annotation-remarks loop-unroll-and-jam reassociate loop-deletion argpromotion always-inline deadargelim inline reassociate,1.085963970001103,561632,96,15,234,3,7,11,15,4,11,0,0,4,0,3,1,41,23,17,5,0,0,0,0,0,6,3,1,0,1,0,0,0,1,0,0,0,0,0,1,19,11,0,0,4,1,119,31,0,6,0,1,0,6,6.4,0.6666666666666666,0.15625,0.10416666666666667,0.11458333333333333,0.06666666666666667,1.7826086956521738,True,True,True,True,True,,,False,,,False,,,,pic,,True,,,,True,,True
11_rod_cutting,5,ipsccp dse elim-avail-extern elim-avail-extern consthoist break-crit-edges early-cse lower-constant-intrinsics loop-vectorize,1.0594486320005672,561488,96,15,234,3,7,11,15,4,11,0,0,4,0,3,1,41,23,17,5,0,0,0,0,0,6,3,1,0,1,0,0,0,1,0,0,0,0,0,1,19,11,0,0,4,1,119,31,0,6,0,1,0,6,6.4,0.6666666666666666,0.15625,0.10416666666666667,0.11458333333333333,0.06666666666666667,1.7826086956521738,True,True,True,True,True,,,,,,False,,,True,,,False,,,,,,
11_rod_cutting,7,globalopt correlated-propagation loop-vectorize simplifycfg dce reassociate mem2reg lower-matrix-intrinsics ipsccp sroa dse sroa argpromotion loop-deletion break-crit-edges,1.120686513999317,561480,96,15,234,3,7,11,15,4,11,0,0,4,0,3,1,41,23,17,5,0,0,0,0,0,6,3,1,0,1,0,0,0,1,0,0,0,0,0,1,19,11,0,0,4,1,119,31,0,6,0,1,0,6,6.4,0.6666666666666666,0.15625,0.10416666666666667,0.11458333333333333,0.06666666666666667,1.7826086956521738,True,True,True,True,True,True,,False,False,True,,,,,static,,,,,True,False,,
127_cuckoo_hashing,0,lowerswitch loop-vectorize licm loop-rotate dce simplifycfg licm sccp,0.013816590999340406,556600,407,36,672,6,5,19,36,16,20,0,0,17,0,6,0,185,74,38,95,0,0,0,0,0,8,1,5,0,5,0,0,0,1,0,0,3,0,0,0,52,19,0,0,18,2,476,78,0,6,0,2,0,12,11.305555555555555,0.6363636363636364,0.08845208845208845,0.0343980343980344,0.04668304668304668,0.0,2.5,True,True,True,True,True,,,,,,True,,False,True,,1,,,False,,,,
127_cuckoo_hashing,2,inline dce simplifycfg instsimplify correlated-propagation argpromotion break-crit-edges sroa,0.01359887899889145,556600,407,36,672,6,5,19,36,16,20,0,0,17,0,6,0,185,74,38,95,0,0,0,0,0,8,1,5,0,5,0,0,0,1,0,0,3,0,0,0,52,19,0,0,18,2,476,78,0,6,0,2,0,12,11.305555555555555,0.6363636363636364,0.08845208845208845,0.0343980343980344,0.04668304668304668,0.0,2.5,True,True,True,True,True,True,,True,,,True,,,True,,,,medium,True,,False,,False
127_cuckoo_hashing,3,lowerswitch adce div-rem-pairs dce correlated-propagation div-rem-pairs,0.01518957200096338,556600,407,36,672,6,5,19,36,16,20,0,0,17,0,6,0,185,74,38,95,0,0,0,0,0,8,1,5,0,5,0,0,0,1,0,0,3,0,0,0,52,19,0,0,18,2,476,78,0,6,0,2,0,12,11.305555555555555,0.6363636363636364,0.08845208845208845,0.0343980343980344,0.04668304668304668,0.0,2.5,True,True,True,True,True,True,,,,,,,True,True,,,,,,False,,,
127_cuckoo_hashing,8,strip-dead-prototypes memcpyopt dce loop-unroll-and-jam simplifycfg deadargelim adce indvars loop-rotate argpromotion indvars lower-matrix-intrinsics mem2reg,0.01635214599991741,560824,407,36,672,6,5,19,36,16,20,0,0,17,0,6,0,185,74,38,95,0,0,0,0,0,8,1,5,0,5,0,0,0,1,0,0,3,0,0,0,52,19,0,0,18,2,476,78,0,6,0,2,0,12,11.305555555555555,0.6363636363636364,0.08845208845208845,0.0343980343980344,0.04668304668304668,0.0,2.5,True,True,True,True,True,,,False,,,,False,False,False,pic,,True,,,,,,True
127_cuckoo_hashing,9,mem2reg loop-vectorize annotation-remarks sccp lower-expect lower-constant-intrinsics break-crit-edges dse,0.017350927999359556,556600,407,36,672,6,5,19,36,16,20,0,0,17,0,6,0,185,74,38,95,0,0,0,0,0,8,1,5,0,5,0,0,0,1,0,0,3,0,0,0,52,19,0,0,18,2,476,78,0,6,0,2,0,12,11.305555555555555,0.6363636363636364,0.08845208845208845,0.0343980343980344,0.04668304668304668,0.0,2.5,True,True,True,True,True,,,,False,,True,,,True,,,,,,False,,,
128_trie_autocomplete,0,argpromotion lower-matrix-intrinsics correlated-propagation div-rem-pairs instcombine,0.04013838900027622,560848,414,75,843,9,7,23,75,28,47,0,0,28,0,9,0,173,87,57,60,0,0,0,0,0,20,7,1,0,4,0,0,0,2,0,0,0,0,0,0,103,23,0,0,28,48,344,115,0,9,0,30,0,18,5.52,0.6280193236714976,0.18115942028985507,0.06763285024154589,0.05555555555555555,0.0,1.9885057471264367,True,True,True,True,True,True,,,,,,,False,,,3,,,,,True,,
128_trie_autocomplete,8,gvn break-crit-edges loop-deletion memcpyopt jump-threading,0.038385808999009896,561056,414,75,843,9,7,23,75,28,47,0,0,28,0,9,0,173,87,57,60,0,0,0,0,0,20,7,1,0,4,0,0,0,2,0,0,0,0,0,0,103,23,0,0,28,48,344,115,0,9,0,30,0,18,5.52,0.6280193236714976,0.18115942028985507,0.06763285024154589,0.05555555555555555,0.0,1.9885057471264367,True,True,True,True,True,True,,,,,,,,True,,,True,,False,,,,True
119_fisher_yates_shuffle,0,div-rem-pairs tailcallelim sroa licm loop-deletion,1.771671905000403,556488,193,36,431,5,5,15,36,12,24,0,0,12,0,5,0,90,47,29,16,0,0,0,0,0,12,2,2,0,3,0,0,0,1,0,0,0,0,0,0,48,15,0,0,12,3,203,58,0,6,0,3,0,10,5.361111111111111,0.7098445595854922,0.18652849740932642,0.08290155440414508,0.07772020725388601,0.0,1.9148936170212767,True,True,True,True,True,False,,False,,,,False,True,,,,,,,,True,,
119_fisher_yates_shuffle,4,lower-expect slp-vectorizer sccp slp-vectorizer lower-constant-intrinsics,1.7430504399999336,556488,193,36,431,5,5,15,36,12,24,0,0,12,0,5,0,90,47,29,16,0,0,0,0,0,12,2,2,0,3,0,0,0,1,0,0,0,0,0,0,48,15,0,0,12,3,203,58,0,6,0,3,0,10,5.361111111111111,0.7098445595854922,0.18652849740932642,0.08290155440414508,0.07772020725388601,0.0,1.9148936170212767,True,True,True,True,True,True,,True,False,True,False,False,,,,,,,False,False,,,
119_fisher_yates_shuffle,7,partial-inliner strip-dead-prototypes licm ipsccp lower-matrix-intrinsics lower-matrix-intrinsics consthoist licm mergereturn licm loop-reduce sccp instsimplify mergereturn,1.7417733189995488,556504,193,36,431,5,5,15,36,12,24,0,0,12,0,5,0,90,47,29,16,0,0,0,0,0,12,2,2,0,3,0,0,0,1,0,0,0,0,0,0,48,15,0,0,12,3,203,58,0,6,0,3,0,10,5.361111111111111,0.7098445595854922,0.18652849740932642,0.08290155440414508,0.07772020725388601,0.0,1.9148936170212767,True,True,True,True,True,,,,,True,,True,True,,pic,,True,small,,,,,False
119_fisher_yates_shuffle,8,deadargelim instcombine loop-simplify sccp lowerswitch loop-reduce tailcallelim deadargelim deadargelim inline,1.703344030000153,556488,193,36,431,5,5,15,36,12,24,0,0,12,0,5,0,90,47,29,16,0,0,0,0,0,12,2,2,0,3,0,0,0,1,0,0,0,0,0,0,48,15,0,0,12,3,203,58,0,6,0,3,0,10,5.361111111111111,0.7098445595854922,0.18652849740932642,0.08290155440414508,0.07772020725388601,0.0,1.9148936170212767,True,True,True,True,True,True,,,,False,True,,False,,,,,,,True,,,
130_b_tree,0,lower-matrix-intrinsics simplifycfg loop-reduce loop-unroll-and-jam adce slp-vectorizer instcombine jump-threading licm,0.018021899999439484,560712,432,72,831,9,4,28,72,26,46,0,0,26,0,9,3,209,75,38,82,0,0,0,0,0,25,3,2,0,2,0,0,0,1,0,0,0,0,0,3,98,28,0,0,29,2,411,66,0,6,0,2,0,18,6.0,0.6574074074074074,0.16666666666666666,0.06944444444444445,0.06481481481481481,0.041666666666666664,2.7866666666666666,True,True,True,True,True,True,True,,,,False,,False,True,,3,,,True,,,,
12_subset_sum,2,globaldce dce instsimplify globalopt mem2reg,0.08207376500104147,561440,177,29,363,2,7,12,29,8,21,0,0,9,0,2,1,78,30,19,19,0,0,0,0,0,9,7,2,0,1,0,0,0,1,0,0,0,0,0,1,37,12,0,0,10,1,176,61,0,6,0,1,0,4,6.103448275862069,0.6101694915254238,0.1638418079096045,0.1016949152542373,0.06779661016949153,0.034482758620689655,2.6,True,True,True,True,True,,,,False,,False,,,,pic,3,,,,,False,False,
132_suffix_tree,4,early-cse annotation-remarks early-cse,0.06815797599847429,556600,255,42,539,6,7,26,42,13,29,0,0,13,0,6,0,108,61,36,40,0,0,0,0,0,11,4,2,0,2,0,0,0,1,0,0,0,0,0,0,55,26,0,0,13,33,203,70,0,6,0,16,0,12,6.071428571428571,0.6627450980392157,0.16470588235294117,0.06666666666666667,0.10196078431372549,0.0,1.7704918032786885,True,True,True,True,True,,,,,True,,,,False,pic,1,True,medium,,,True,,False
132_suffix_tree,7,deadargelim dce elim-avail-extern correlated-propagation always-inline loop-vectorize instcombine lower-matrix-intrinsics correlated-propagation,0.06510270699982357,556600,255,42,539,6,7,26,42,13,29,0,0,13,0,6,0,108,61,36,40,0,0,0,0,0,11,4,2,0,2,0,0,0,1,0,0,0,0,0,0,55,26,0,0,13,33,203,70,0,6,0,16,0,12,6.071428571428571,0.6627450980392157,0.16470588235294117,0.06666666666666667,0.10196078431372549,0.0,1.7704918032786885,True,True,True,True,True,False,,False,,True,,,,False,static,,,medium,,,False,,
131_parallel_merge,1,globaldce slp-vectorizer globaldce always-inline annotation-remarks jump-threading slp-vectorizer mergereturn,0.7083807089984475,556464,223,46,500,5,5,15,46,14,32,0,0,14,0,5,2,100,55,31,15,0,0,2,0,0,20,8,6,0,1,0,0,0,1,0,0,0,0,0,2,60,15,0,0,17,2,252,52,0,6,0,2,0,10,4.8478260869565215,0.695067264573991,0.2062780269058296,0.15246636771300448,0.06726457399103139,0.043478260869565216,1.8181818181818181,True,True,True,True,True,,,,,,True,,,,,,,medium,,False,,,
131_parallel_merge,5,deadargelim annotation-remarks always-inline,0.7318192570000974,556456,223,46,500,5,5,15,46,14,32,0,0,14,0,5,2,100,55,31,15,0,0,2,0,0,20,8,6,0,1,0,0,0,1,0,0,0,0,0,2,60,15,0,0,17,2,252,52,0,6,0,2,0,10,4.8478260869565215,0.695067264573991,0.2062780269058296,0.15246636771300448,0.06726457399103139,0.043478260869565216,1.8181818181818181,True,True,True,True,True,,,,False,False,,,,,,3,,,False,True,,,
136_quadtree,1,always-inline memcpyopt adce,0.02763584000058472,560768,496,52,862,9,5,44,52,23,29,0,0,17,8,9,2,219,90,50,102,0,0,10,0,0,11,1,4,0,0,10,10,4,16,4,0,1,0,0,2,75,44,0,0,38,2,369,55,0,161,0,6,0,18,9.538461538461538,0.6229838709677419,0.10483870967741936,0.03225806451612903,0.08870967741935484,0.038461538461538464,2.433333333333333,True,True,True,True,True,,,,,False,True,,,True,static,,,,False,,True,,
136_quadtree,3,partial-inliner instsimplify loop-unroll reassociate partial-inliner early-cse sccp div-rem-pairs loop-unroll gvn loop-unroll,0.0257795419984177,560736,496,52,862,9,5,44,52,23,29,0,0,17,8,9,2,219,90,50,102,0,0,10,0,0,11,1,4,0,0,10,10,4,16,4,0,1,0,0,2,75,44,0,0,38,2,369,55,0,161,0,6,0,18,9.538461538461538,0.6229838709677419,0.10483870967741936,0.03225806451612903,0.08870967741935484,0.038461538461538464,2.433333333333333,True,True,True,True,True,False,True,,False,False,False,False,False,,,,,,,,False,,
134_sparse_matrix,2,function-attrs loop-reduce licm,0.8120524610003486,556584,419,50,756,6,6,33,50,13,37,0,0,13,0,6,1,196,80,44,70,0,0,0,0,0,24,1,6,0,1,0,0,2,3,2,0,0,0,0,1,63,33,0,0,14,3,381,89,0,63,0,3,0,12,8.38,0.6587112171837709,0.11933174224343675,0.07398568019093078,0.07875894988066826,0.02,2.45,True,True,True,True,True,False,,True,,True,,,,False,,3,,,,,False,,
134_sparse_matrix,8,partial-inliner sccp early-cse jump-threading loop-vectorize memcpyopt jump-threading gvn loop-unroll reassociate early-cse,0.7867491180004436,556600,419,50,756,6,6,33,50,13,37,0,0,13,0,6,1,196,80,44,70,0,0,0,0,0,24,1,6,0,1,0,0,2,3,2,0,0,0,0,1,63,33,0,0,14,3,381,89,0,63,0,3,0,12,8.38,0.6587112171837709,0.11933174224343675,0.07398568019093078,0.07875894988066826,0.02,2.45,True,True,True,True,True,,,True,,False,,True,,True,static,,True,small,,,,False,
134_sparse_matrix,9,mergereturn instcombine adce indvars loop-unroll-and-jam instsimplify sroa consthoist,0.8016762080005719,560840,419,50,756,6,6,33,50,13,37,0,0,13,0,6,1,196,80,44,70,0,0,0,0,0,24,1,6,0,1,0,0,2,3,2,0,0,0,0,1,63,33,0,0,14,3,381,89,0,63,0,3,0,12,8.38,0.6587112171837709,0.11933174224343675,0.07398568019093078,0.07875894988066826,0.02,2.45,True,True,True,True,True,,,,False,,,,,,,3,False,,,True,,,True
13_rabin_karp,5,globaldce div-rem-pairs jump-threading licm globalopt loop-rotate lower-matrix-intrinsics loop-vectorize annotation-remarks,0.053987037999831955,561448,162,30,353,2,7,10,30,10,20,0,0,10,0,2,0,66,34,21,8,0,0,0,0,0,14,5,5,0,5,0,0,0,1,0,0,0,0,0,0,40,10,0,0,10,25,164,36,0,6,0,2,0,4,5.4,0.6172839506172839,0.18518518518518517,0.14814814814814814,0.06172839506172839,0.0,1.9411764705882353,True,True,True,True,True,,,False,,,True,,,,,,,,False,,,,False
13_rabin_karp,6,partial-inliner mem2reg dse reassociate partial-inliner function-attrs loop-unroll-and-jam mem2reg ipsccp lower-constant-intrinsics elim-avail-extern lower-matrix-intrinsics memcpyopt licm,0.06070260500018776,561608,162,30,353,2,7,10,30,10,20,0,0,10,0,2,0,66,34,21,8,0,0,0,0,0,14,5,5,0,5,0,0,0,1,0,0,0,0,0,0,40,10,0,0,10,25,164,36,0,6,0,2,0,4,5.4,0.6172839506172839,0.18518518518518517,0.14814814814814814,0.06172839506172839,0.0,1.9411764705882353,True,True,True,True,True,,,True,,,,True,False,False,,,,,,,,,True
140_rsa_crypto,5,elim-avail-extern adce argpromotion loop-reduce ipsccp partial-inliner sccp partial-inliner loop-unroll loop-vectorize,0.013621854001030442,556600,248,41,526,9,2,21,41,16,25,0,0,16,0,9,0,106,68,50,16,0,0,0,0,0,10,5,7,1,11,0,0,0,1,1,0,0,0,1,0,57,21,0,0,16,7,92,307,0,6,0,7,0,18,6.048780487804878,0.7016129032258065,0.16532258064516128,0.09274193548387097,0.0846774193548387,0.0,1.5588235294117647,True,True,True,True,True,,False,,,False,,,,,pic,,True,medium,True,True,False,,
140_rsa_crypto,6,always-inline dce indvars instcombine gvn lower-constant-intrinsics mem2reg mergereturn mergereturn lowerswitch ipsccp,0.013309722999110818,556600,248,41,526,9,2,21,41,16,25,0,0,16,0,9,0,106,68,50,16,0,0,0,0,0,10,5,7,1,11,0,0,0,1,1,0,0,0,1,0,57,21,0,0,16,7,92,307,0,6,0,7,0,18,6.048780487804878,0.7016129032258065,0.16532258064516128,0.09274193548387097,0.0846774193548387,0.0,1.5588235294117647,True,True,True,True,True,,False,,,False,True,,,,,,,,,True,False,,
141_splay_tree,0,ipsccp mergereturn loop-rotate jump-threading break-crit-edges memcpyopt globalopt loop-vectorize elim-avail-extern argpromotion tailcallelim,0.03200578399992082,560696,378,69,768,10,4,33,69,27,42,0,0,27,0,10,3,195,84,38,70,0,0,0,0,0,8,1,3,0,3,0,0,0,1,0,0,0,0,0,3,96,33,0,0,27,2,313,14,0,6,0,2,0,20,5.478260869565218,0.7380952380952381,0.18253968253968253,0.031746031746031744,0.0873015873015873,0.043478260869565216,2.3214285714285716,True,True,True,True,True,,,,,,,True,,,,3,True,small,True,,,,
141_splay_tree,1,inline instsimplify gvn,0.03209097600120003,560896,378,69,768,10,4,33,69,27,42,0,0,27,0,10,3,195,84,38,70,0,0,0,0,0,8,1,3,0,3,0,0,0,1,0,0,0,0,0,3,96,33,0,0,27,2,313,14,0,6,0,2,0,20,5.478260869565218,0.7380952380952381,0.18253968253968253,0.031746031746031744,0.0873015873015873,0.043478260869565216,2.3214285714285716,True,True,True,True,True,,True,False,,,,,True,,,3,,,,,,,True
141_splay_tree,2,globalopt dce slp-vectorizer loop-simplify loop-unroll-and-jam loop-simplify elim-avail-extern loop-vectorize dce simplifycfg slp-vectorizer dce simplifycfg tailcallelim consthoist,0.03407556700040004,560720,378,69,768,10,4,33,69,27,42,0,0,27,0,10,3,195,84,38,70,0,0,0,0,0,8,1,3,0,3,0,0,0,1,0,0,0,0,0,3,96,33,0,0,27,2,313,14,0,6,0,2,0,20,5.478260869565218,0.7380952380952381,0.18253968253968253,0.031746031746031744,0.0873015873015873,0.043478260869565216,2.3214285714285716,True,True,True,True,True,True,,,,,,,False,True,,,False,,,,,,
141_splay_tree,6,annotation-remarks sroa sccp annotation-remarks loop-rotate sccp slp-vectorizer lower-expect instsimplify,0.033244231999560725,560704,378,69,768,10,4,33,69,27,42,0,0,27,0,10,3,195,84,38,70,0,0,0,0,0,8,1,3,0,3,0,0,0,1,0,0,0,0,0,3,96,33,0,0,27,2,313,14,0,6,0,2,0,20,5.478260869565218,0.7380952380952381,0.18253968253968253,0.031746031746031744,0.0873015873015873,0.043478260869565216,2.3214285714285716,True,True,True,True,True,True,,,,,,,True,False,,,,,,,,,
141_splay_tree,9,reassociate loop-unroll indvars adce lower-matrix-intrinsics,0.035589066001193714,560720,378,69,768,10,4,33,69,27,42,0,0,27,0,10,3,195,84,38,70,0,0,0,0,0,8,1,3,0,3,0,0,0,1,0,0,0,0,0,3,96,33,0,0,27,2,313,14,0,6,0,2,0,20,5.478260869565218,0.7380952380952381,0.18253968253968253,0.031746031746031744,0.0873015873015873,0.043478260869565216,2.3214285714285716,True,True,True,True,True,,True,,False,True,,,,,,0,True,small,,True,,,
